Churn,Tenure,Techie,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure
0,54.03025,0,12.19182,13,1,1
0,55.50904,0,9.190279,13,0,1
0,59.50718,0,13.38781,13,3,0
0,67.94385,0,12.10338,9,2,0
0,49.48328,0,5.925463,13,3,1
0,70.0669,1,8.329768,10,0,1
0,52.20263,1,14.34346,14,0,2
0,66.66268,0,10.64577,10,1,0
0,71.45086,0,11.43863,15,2,0
1,55.28921,1,10.0948,7,1,0
0,57.56766,0,11.28389,10,0,1
0,63.76818,0,17.55118,12,0,0
0,65.24071,1,9.366098,13,1,0
0,67.89759,1,7.804234,10,2,2
0,56.716,0,2.245181,16,0,0
0,68.83942,0,11.29978,13,0,1
0,57.33843,0,12.36268,12,1,0
0,43.41671,0,11.31582,7,1,2
0,46.40554,1,9.560116,11,1,1
0,67.64041,1,8.999013,12,1,0
0,59.21526,0,9.490555,14,0,0
0,57.25147,1,10.78865,14,2,0
0,61.72165,0,12.7476,11,1,0
0,44.69494,0,10.91183,10,0,0
0,54.50776,0,7.997538,11,1,1
1,64.99757,0,10.05697,14,0,0
0,66.04097,0,11.34653,12,3,1
0,69.2962,0,9.269101,7,2,0
0,57.77873,0,8.21878,12,1,0
0,65.04247,0,14.89325,19,0,0
0,66.09752,0,10.62745,15,3,0
0,53.82378,0,6.266123,5,1,0
0,45.54189,0,13.93978,11,3,0
0,53.17302,0,10.20567,14,0,1
0,61.50313,1,8.49259,11,2,1
0,64.61766,0,8.387455,12,1,0
0,65.52605,1,7.200426,13,0,0
1,61.96091,0,9.413829,5,1,1
0,66.9628,0,6.324142,6,1,1
0,60.91354,1,8.938938,6,2,0
0,71.52256,0,11.24818,11,1,1
0,67.39149,0,10.57648,10,2,0
0,57.31946,0,13.33737,6,0,1
0,71.93473,0,8.402222,10,1,0
0,68.64996,0,13.06288,15,0,1
0,60.18407,0,12.13201,13,1,0
0,58.32931,0,6.824724,11,2,0
0,50.05258,0,8.116704,20,0,0
0,65.44764,0,8.850749,14,0,0
0,68.65945,0,10.77254,12,0,0
0,52.79234,0,11.3049,10,1,1
0,62.59338,0,5.960738,8,1,0
0,69.53443,0,3.362308,17,0,0
0,49.96921,0,7.779367,14,0,0
0,70.78918,0,6.657385,8,1,0
0,57.74783,1,12.05531,11,0,0
0,53.77634,0,15.46065,14,1,0
0,53.34625,0,5.803708,11,2,0
0,61.33997,1,11.16039,11,1,0
0,65.78,0,10.65683,15,2,1
0,66.47606,0,9.49165,7,1,1
0,65.83332,0,7.924796,15,1,0
0,65.04596,0,5.310665,11,1,0
0,42.31228,0,8.501293,6,0,1
0,38.28807,0,11.52485,11,1,1
0,49.90782,0,8.625992,19,1,1
0,52.00223,1,12.11202,12,0,0
0,69.51253,0,7.536421,11,2,1
0,39.01296,0,16.4535,17,1,1
0,55.26536,0,8.059137,15,1,0
1,47.02878,1,9.609291,8,0,1
0,57.76017,0,9.050694,20,3,0
1,58.23726,0,8.314029,11,0,0
0,70.4859,0,9.17938,10,1,0
0,67.82145,0,9.099766,16,2,0
0,53.04753,0,7.238898,13,0,2
0,50.90725,0,9.241893,9,0,0
0,68.90613,0,6.088598,11,0,0
0,48.20538,0,14.85701,9,0,0
0,65.26303,0,12.09365,14,0,0
0,61.3125,0,12.65671,10,1,0
0,60.25968,1,16.16919,12,0,2
0,67.8576,0,4.939062,13,1,0
0,51.55857,0,7.470028,16,1,0
0,66.10268,0,12.67625,9,1,0
0,70.65651,0,15.17395,9,1,0
0,59.23589,1,9.941965,10,0,0
0,68.1383,0,15.72313,11,0,1
0,59.27489,0,13.93608,13,1,0
0,63.59925,0,13.76037,12,1,0
0,54.13164,0,10.20264,10,2,0
0,49.8342,0,8.910387,10,0,1
0,67.31834,0,9.52118,12,3,0
0,50.33619,0,12.05761,11,1,0
0,43.77028,0,7.620545,14,0,0
0,62.5003,1,10.80098,12,0,1
0,38.54459,0,14.37339,16,3,0
0,59.51288,0,11.21728,16,0,0
0,53.46837,0,8.320959,13,1,1
0,67.2235,0,9.34142,13,0,0
0,62.16298,0,12.13357,15,1,0
0,55.90679,0,15.29214,14,2,1
0,68.37005,0,10.51434,17,0,0
0,63.04335,0,10.02068,12,0,1
0,62.90729,0,12.64941,10,2,0
0,63.42204,0,4.815435,17,0,0
0,68.74532,0,10.96828,11,1,0
1,49.30275,0,12.25402,14,3,0
0,70.72564,0,13.15864,14,0,1
0,52.16336,0,3.143798,19,1,0
0,65.52904,0,10.13562,18,2,0
0,65.33592,0,8.432151,11,2,0
0,68.96904,0,8.669616,12,1,0
0,48.03427,0,10.31104,11,0,1
0,61.38844,0,12.15902,14,1,0
0,45.6394,0,14.47735,7,0,0
0,64.45957,0,12.57414,12,2,1
0,57.08448,0,4.289739,14,2,0
0,71.44192,1,13.7377,8,1,0
0,57.37827,0,7.197183,10,2,1
0,63.96491,0,13.03,9,1,0
0,62.11401,1,9.696143,11,3,0
0,48.49962,0,13.04317,13,3,1
0,55.0447,0,6.238726,13,3,0
0,67.19559,0,8.564499,10,0,0
0,52.03938,0,14.90964,16,0,1
0,62.40564,0,4.446464,10,1,0
0,57.49209,0,10.6619,12,2,0
1,67.16512,0,10.04493,11,3,0
0,56.9918,0,8.580033,13,1,0
1,62.85596,0,11.68265,15,3,0
0,53.22972,0,13.00405,8,2,0
0,67.11808,1,4.071444,11,1,2
0,62.01898,0,9.039072,11,2,1
0,64.8122,0,14.24574,12,3,2
1,64.26152,0,15.17632,9,2,0
0,68.68481,0,12.39145,6,1,0
0,65.64814,0,6.413823,14,1,0
0,68.85746,1,6.186245,12,1,0
0,70.634,0,9.817377,18,0,2
0,41.51958,0,10.26151,13,2,1
0,58.64675,0,3.521663,8,2,0
0,58.52603,0,7.184528,11,1,1
0,69.78436,0,12.0769,11,2,0
0,57.81671,0,5.725979,11,0,0
0,56.54286,1,10.17641,10,1,0
0,65.41235,1,11.69753,13,0,0
0,66.63528,0,7.337078,12,0,1
0,66.17528,0,9.709458,6,2,0
0,59.6877,0,7.362249,12,1,0
0,60.83302,0,9.295079,11,1,1
1,52.41441,0,8.180153,12,2,0
0,71.08539,0,14.82937,10,0,1
0,45.18454,0,12.9098,17,1,0
0,64.16494,1,4.141424,9,3,0
0,44.81075,0,7.605146,12,1,1
0,60.9767,0,9.146769,12,0,1
0,51.32084,0,9.06755,11,0,0
0,66.91612,0,11.47664,12,0,0
0,47.4558,0,17.38034,9,0,0
0,65.73734,0,10.19528,16,1,0
0,59.01535,0,5.217412,11,2,0
0,58.60767,0,11.77618,14,2,0
0,61.38199,0,9.740724,12,0,0
0,48.35393,0,9.699018,12,1,0
0,71.9076,0,2.864423,9,1,0
0,63.05008,0,11.12098,11,1,2
0,43.2487,0,6.071604,21,1,0
0,61.92686,0,12.26505,19,1,1
0,43.29451,1,6.963307,11,1,0
0,53.66219,0,6.423763,16,1,1
0,38.71974,0,8.315119,9,1,0
0,69.05558,0,9.058356,17,3,0
0,56.09481,0,12.78937,16,0,1
0,68.03309,0,7.885518,19,0,0
0,61.22216,0,12.21401,12,0,0
1,41.8312,0,16.1971,11,0,0
0,65.33504,0,8.381855,9,1,0
0,71.03451,0,7.466966,11,3,0
0,71.79134,0,10.69919,16,2,0
0,64.48138,0,13.73892,9,0,0
0,52.98075,1,8.718083,15,0,0
0,64.41881,0,11.55215,10,0,0
0,62.84931,0,9.172161,9,3,0
0,59.86174,0,8.103596,10,3,0
0,59.2505,1,8.038547,18,0,0
0,66.00861,0,12.98739,7,1,0
0,41.09169,0,10.92729,12,0,0
0,70.73353,0,13.11159,13,0,0
1,62.01927,0,10.83154,10,0,0
0,63.28283,0,3.4579,11,1,2
0,52.98033,0,9.840486,14,0,0
0,58.67143,0,11.03118,18,2,0
0,62.65335,1,8.510764,10,1,1
1,60.34933,0,9.865242,13,0,0
0,40.35976,1,10.51705,11,0,0
0,70.49798,0,13.01854,9,0,0
0,69.7635,0,8.844759,12,2,1
0,61.02521,1,9.835454,12,1,0
0,58.2745,0,10.94626,13,1,0
0,65.49323,0,6.224191,16,0,0
0,62.79035,0,10.42188,9,1,0
0,41.58309,0,11.67521,12,2,0
1,47.99239,0,8.490049,10,3,0
0,48.29494,0,8.796769,4,0,1
0,43.00021,0,7.539443,11,0,2
0,59.60867,1,7.925637,14,1,2
0,67.91991,0,11.96892,17,2,0
0,60.99804,0,13.44192,13,1,1
0,60.40651,0,15.71134,8,1,1
0,47.17819,0,9.336313,18,1,0
0,68.83272,0,16.29437,9,1,0
0,53.49141,0,10.55942,9,1,0
1,57.27044,0,6.388387,15,2,1
0,59.43102,0,8.305023,14,0,1
1,39.61469,0,8.006363,10,1,0
0,61.47987,0,4.545308,10,0,0
0,58.54353,0,11.46918,10,0,0
0,49.7446,0,14.09089,12,1,0
0,66.00869,0,12.85222,13,1,0
0,70.02121,0,7.45222,13,0,0
0,60.81561,0,6.473077,13,1,0
0,60.5779,0,5.375651,14,1,1
0,51.58472,0,2.970156,4,0,0
0,55.31656,0,10.0547,15,0,0
0,63.30929,0,6.182063,13,1,0
0,53.27752,0,16.2337,16,1,0
0,60.87582,0,9.987264,12,1,2
0,66.0517,0,12.87371,13,2,0
0,57.31571,0,6.888013,11,3,0
0,58.97505,0,12.49043,4,0,0
0,62.37954,0,8.218342,13,0,0
0,70.56358,0,6.038077,12,3,0
0,65.07415,0,15.43806,8,1,0
0,56.20378,1,10.444,9,0,0
0,54.2897,0,7.733514,10,0,0
0,60.15898,0,9.368647,15,0,1
0,61.84801,0,9.687778,16,0,0
0,56.9978,0,8.187755,10,1,0
0,46.30619,0,10.7472,13,0,0
0,66.7449,0,5.365486,15,0,1
0,65.29309,0,7.323119,10,1,0
0,58.05485,0,5.072082,9,0,0
0,56.79909,1,12.96235,12,1,1
0,71.93174,1,12.02273,13,1,2
0,59.85396,0,9.966641,17,1,1
1,69.32327,1,8.297271,13,1,1
0,61.0911,0,7.935437,7,0,0
0,64.91322,0,4.150543,16,0,0
0,67.93291,0,7.291041,8,3,0
0,47.64072,0,3.492741,12,1,1
0,71.3084,0,6.516318,14,1,1
0,65.21792,0,12.92975,10,2,0
0,64.19627,0,10.8124,10,1,1
0,71.71986,0,7.534976,16,1,1
0,67.1766,0,14.19495,17,2,0
0,61.91778,0,10.6514,13,0,0
1,48.08209,0,12.16455,11,1,1
0,41.94323,0,11.08317,15,0,1
0,50.58158,0,9.519194,12,1,0
0,65.83916,0,5.987646,19,0,1
1,57.40724,0,11.4493,9,1,0
0,71.9056,0,12.79836,15,1,0
0,60.76709,0,10.72389,11,1,0
0,66.22209,0,9.462909,13,0,0
0,61.18403,0,7.82306,20,2,1
0,54.65604,0,7.778555,14,1,0
0,66.15315,0,7.510036,14,0,1
0,68.76753,0,12.13849,12,1,0
0,54.8774,0,7.175155,9,0,1
0,67.0795,1,9.353272,15,1,0
0,65.32463,0,14.83824,13,1,2
0,52.14985,0,10.79749,13,0,0
1,42.6954,0,10.53761,9,1,0
0,45.59475,0,12.01345,11,1,0
0,58.42233,0,4.292596,14,0,0
0,71.55357,0,10.30107,13,1,0
0,71.04194,0,9.696499,9,0,0
0,66.77188,0,10.1548,9,0,1
0,57.50673,1,10.51502,14,2,0
0,61.60654,0,7.615853,11,2,0
0,68.00844,0,6.69757,11,0,0
0,70.41492,0,10.7725,12,2,0
0,68.32614,0,12.02785,10,0,0
0,54.71778,0,4.422037,10,1,0
0,57.49365,1,10.97816,12,1,0
0,60.23114,0,8.867392,13,1,2
0,47.55305,0,8.723478,13,2,0
0,67.72122,0,6.1871,16,2,0
0,61.94735,1,9.444243,17,0,0
0,68.29684,0,11.63026,17,1,0
0,70.30403,0,10.2793,11,1,0
0,37.5005,1,16.2496,13,0,0
0,60.34404,0,10.87855,11,2,1
0,57.36372,0,9.827132,7,0,0
0,57.50491,0,4.295919,10,2,0
0,42.67725,1,14.59844,14,1,0
0,65.4426,0,7.680029,12,0,0
0,63.15946,0,9.063775,12,0,0
0,65.60287,0,11.54518,9,0,0
0,70.70015,0,10.07092,10,1,0
0,71.4064,0,14.51799,17,2,0
0,51.61804,0,7.533135,14,0,1
0,67.40482,0,11.59798,9,1,1
0,70.62907,0,7.957,11,1,0
0,70.64297,0,8.805078,11,0,0
0,61.78729,0,11.75049,16,1,0
0,66.54232,1,11.77649,17,1,0
0,63.06195,0,4.529978,5,3,0
0,70.22928,1,11.25449,8,1,1
0,63.06098,0,7.524412,17,2,0
1,56.31481,0,9.445157,12,3,0
0,55.69627,0,10.62755,10,0,0
0,66.00149,0,13.71294,14,2,0
0,60.37442,0,6.625411,15,2,2
0,66.19811,0,5.401204,16,3,0
0,47.6364,0,6.918882,10,2,1
0,63.05421,0,6.440184,13,0,1
0,54.78051,0,9.638183,18,2,0
0,55.38418,0,10.75837,9,0,0
0,47.40586,0,11.27386,11,1,0
0,65.45306,0,7.027042,15,0,0
0,71.7712,0,10.76461,12,1,1
0,69.15481,0,7.595239,15,1,0
0,54.67054,0,11.65895,15,1,0
0,51.48861,0,10.49951,11,0,0
0,61.0588,0,8.291987,17,0,0
0,57.65975,0,6.601658,9,0,0
0,53.12753,0,6.130902,13,3,1
0,70.49565,0,6.622338,11,0,0
0,50.42623,0,11.89907,10,2,0
0,58.74129,0,10.04016,12,2,0
0,52.65622,1,7.419786,17,1,0
0,54.01225,0,11.24098,14,3,0
0,65.95332,0,15.17072,14,0,0
0,63.01903,1,9.659487,12,2,0
0,71.00745,0,8.54404,12,0,1
0,71.02256,1,11.33568,12,0,2
0,42.80596,0,8.533536,14,0,0
0,62.15286,0,12.90165,11,0,1
0,50.89715,0,12.19855,14,3,0
0,57.20095,0,13.70607,14,0,1
0,64.98806,0,10.74356,11,1,1
0,60.32779,1,10.45413,9,0,0
0,64.47076,0,13.64677,17,0,0
0,60.16687,0,2.818423,9,0,0
0,69.76805,0,12.67905,12,0,0
0,64.44445,0,11.89135,11,2,1
0,71.00882,0,6.580222,14,0,1
0,67.93006,1,13.94776,6,0,0
1,52.51777,0,5.379363,12,1,1
0,69.5048,0,13.87639,12,2,0
0,43.86844,0,12.10925,12,0,0
0,64.44732,0,9.592831,11,1,1
0,64.12634,1,9.303023,10,0,0
0,61.80743,0,13.3707,8,0,0
0,59.71663,1,7.951989,13,1,0
0,66.60766,1,9.281101,15,0,2
0,60.8744,0,11.13076,9,1,0
0,47.43916,0,9.604892,16,1,0
0,62.04664,1,8.289386,15,1,0
0,62.56058,0,4.83352,9,1,0
0,66.05097,0,6.464209,13,1,0
0,62.75224,0,5.416075,11,0,0
0,57.13921,0,5.101935,14,0,1
0,70.97645,1,11.03032,14,2,0
0,51.27317,0,9.980935,14,1,0
0,67.75314,1,10.79407,13,2,0
1,52.29353,1,7.9119,7,1,1
0,54.7075,1,10.77849,10,2,0
0,61.74103,0,9.762623,13,1,0
0,54.76926,1,7.235107,9,1,0
0,70.18932,0,4.789545,10,1,1
0,61.30642,0,6.029557,10,2,0
0,63.28674,0,7.880869,12,0,0
0,59.1618,0,10.38934,7,1,0
0,58.78687,0,11.03469,17,0,0
0,65.70769,0,11.71392,15,1,0
0,63.45489,0,8.782589,12,0,1
0,68.41013,1,7.645128,10,1,0
0,70.23949,0,8.893054,12,1,1
1,56.32645,0,10.05354,14,2,0
0,57.67289,0,16.07996,16,2,1
0,60.82718,0,3.518516,9,1,0
0,69.76544,0,5.750742,16,2,0
0,66.63219,0,15.38413,18,1,1
0,70.34319,0,7.394425,18,1,0
0,61.75654,0,8.458751,12,3,1
0,60.34007,0,12.46017,13,0,1
0,44.02354,0,10.32976,16,3,1
0,63.66434,0,6.111571,12,2,0
0,61.62652,0,10.47027,14,1,0
0,70.17488,0,8.952474,14,1,0
0,61.29358,0,7.797079,12,1,0
0,68.01745,0,7.678366,8,0,0
0,69.68705,0,11.22426,11,1,0
0,67.65646,0,8.845809,17,1,0
0,50.09295,0,10.31021,17,0,1
0,47.99043,0,12.32892,18,1,0
0,69.14535,0,12.90571,11,1,0
0,47.91787,0,9.90031,15,0,1
0,65.87412,0,4.066808,12,0,1
0,59.66274,0,8.996808,9,1,0
0,58.50278,1,8.364859,10,0,1
0,61.54602,0,7.227551,8,2,0
0,66.99754,1,8.113794,13,1,0
0,69.74139,0,11.80986,10,0,0
0,58.91354,0,10.33885,10,2,0
0,67.61943,1,10.25287,11,2,1
0,51.22671,0,3.522063,17,1,0
0,59.94889,0,12.36842,11,2,1
0,70.31022,0,16.4022,8,2,0
0,59.6057,0,9.245843,10,0,0
0,44.89823,0,10.74677,8,2,2
0,50.98192,0,12.83369,15,2,0
0,56.88725,0,7.378299,15,0,0
0,61.33886,0,2.911116,15,2,0
0,47.96511,1,15.49091,12,1,0
1,54.23273,0,7.516963,15,0,0
0,57.78109,0,13.44778,10,1,0
0,67.90183,0,9.233939,7,1,0
0,62.24788,0,8.370994,17,0,1
0,66.70369,0,17.10685,11,1,0
0,62.32519,1,7.175714,14,1,1
0,60.04073,0,7.144953,12,0,0
0,68.07677,0,6.720424,11,0,1
0,59.79068,0,17.30888,11,0,0
0,58.09895,0,14.41202,10,1,0
0,62.11937,0,10.8327,7,1,0
0,44.39429,1,10.72061,12,0,0
0,71.30912,0,9.787662,13,0,1
0,62.04916,0,12.67033,10,1,0
0,67.19295,0,11.05688,10,2,0
0,63.28078,1,14.03612,9,1,0
0,71.58072,1,11.78548,18,1,0
0,68.63236,0,4.866722,13,3,0
0,65.3851,0,9.698319,7,1,0
0,64.12772,0,9.758572,13,2,0
0,69.97238,0,12.57727,12,2,0
1,57.44027,0,11.26354,13,1,0
0,50.46018,0,5.543502,8,1,0
0,62.18037,0,8.932966,12,1,0
0,60.69462,0,7.973509,13,1,1
0,61.85233,0,9.675976,10,0,0
0,57.17893,0,9.573997,11,0,0
0,69.95421,1,11.5891,3,2,1
0,59.21586,0,8.94767,8,1,2
0,69.09557,1,10.0785,14,0,1
1,47.83008,1,8.990901,14,3,0
0,71.39166,0,12.11043,10,2,0
1,63.07092,0,7.908414,5,1,0
0,53.75074,0,9.049913,5,2,0
0,63.67009,0,15.10873,14,3,0
0,40.76616,1,10.03591,11,2,1
0,60.54883,0,5.148114,16,1,0
0,54.24636,0,12.16038,11,1,1
0,62.39739,1,9.1295,17,0,0
0,67.29466,0,10.35114,13,0,2
0,68.14379,0,3.245984,8,0,0
0,69.29855,1,11.6689,11,2,0
0,47.78655,0,10.7285,14,1,0
0,48.44746,0,14.25669,11,1,0
1,44.99139,0,6.147368,13,0,2
0,57.56205,0,10.28699,10,1,0
0,70.00887,1,10.00281,8,1,1
0,38.05187,1,13.82555,13,1,0
0,67.20585,1,9.870099,12,0,0
0,55.3519,0,12.62845,7,1,1
1,65.67374,0,7.47385,15,1,0
0,64.11549,0,14.67896,13,1,0
0,65.31603,0,5.903059,10,1,2
0,39.5421,0,8.977927,8,0,0
0,61.59822,0,10.62573,14,1,0
0,71.83398,0,9.772038,8,1,0
0,71.0114,0,13.12414,15,1,0
1,64.60644,0,7.733155,11,1,0
0,50.77685,0,5.7796,18,2,0
0,61.00152,1,5.274699,16,1,1
0,60.92178,0,10.39931,14,1,0
0,64.63019,0,11.74663,9,0,2
0,66.9541,0,9.358337,11,0,0
0,71.80429,0,14.06726,15,1,1
0,37.04125,0,10.2408,14,0,0
1,46.55404,1,9.281327,19,0,0
0,65.54969,0,12.97013,16,1,0
0,57.18854,1,8.241715,14,2,0
0,44.89729,1,10.94259,20,3,2
0,69.90673,0,9.92206,11,1,0
0,58.9945,0,11.59205,14,2,0
0,62.94907,0,8.904872,12,0,0
0,64.07956,0,14.90722,16,0,0
0,46.55143,0,6.304058,12,2,1
0,56.03048,0,11.51282,12,0,0
0,68.89551,0,8.650524,7,0,0
0,66.94288,1,7.080619,13,1,1
0,66.52284,0,12.85404,13,0,0
0,56.28159,0,10.89278,7,2,0
0,62.11875,0,12.0039,8,2,0
1,61.2541,0,6.075894,10,2,0
0,50.76733,0,11.86882,10,1,0
0,71.82846,1,5.10323,14,2,1
0,70.73486,0,17.74581,14,2,1
0,40.12358,0,8.777909,5,1,2
0,55.67612,0,6.541451,10,1,1
0,67.97028,1,12.56509,10,0,1
0,48.31617,0,7.081915,11,1,1
0,68.88054,1,10.63657,12,2,2
0,65.48947,0,9.918595,11,0,1
0,56.81183,0,9.291311,8,2,0
0,58.09792,0,8.090061,7,0,0
0,69.83332,1,12.40857,16,1,0
0,66.31056,1,8.172079,10,0,1
1,40.13259,0,10.20203,13,1,1
0,71.11315,1,9.4486,15,2,0
0,51.83337,0,13.03992,11,1,0
0,66.16845,0,10.06837,18,2,0
0,44.47594,0,5.888136,12,0,1
1,41.92048,0,5.4121,15,1,0
0,69.90151,1,7.173192,14,1,1
0,65.07074,0,9.662032,11,0,0
0,61.10961,0,4.773365,9,0,0
1,60.97795,0,8.239249,12,2,1
0,65.51642,1,8.297045,9,0,0
0,61.83914,0,5.745821,13,1,0
0,52.89423,0,11.29179,8,3,0
0,53.80449,0,5.935326,13,1,2
0,65.06381,0,5.715477,13,1,0
0,53.4492,0,7.438109,18,0,0
0,60.85074,0,7.023333,13,0,0
0,58.25985,0,11.4115,15,0,0
0,56.83604,0,6.628418,15,0,0
0,70.16829,0,6.085329,18,0,2
0,52.66447,1,13.10857,11,0,0
0,54.77909,0,7.343126,14,0,0
0,71.16283,0,8.434367,8,1,0
0,58.27269,0,9.602143,10,3,0
0,68.41303,0,11.68358,13,1,0
0,44.75355,0,7.4493,9,2,0
0,56.20194,0,11.21454,11,0,0
0,46.60224,0,10.61597,15,1,0
0,67.71178,0,7.560395,9,3,1
0,69.67895,0,9.25176,13,0,0
0,69.28827,0,10.43502,9,0,0
0,58.66502,0,12.43326,13,3,0
0,57.94445,0,16.024,6,2,0
0,52.54837,0,10.71946,11,1,0
0,69.96694,0,13.18074,11,1,0
0,60.37982,0,10.18302,9,3,0
0,66.17964,0,10.27233,11,1,1
0,55.24695,1,5.573652,16,1,0
0,56.63276,1,8.923423,13,0,0
0,56.53361,1,3.489549,16,2,0
0,46.82488,1,9.642667,15,0,1
0,54.62225,0,16.02284,12,1,0
0,66.32483,0,12.16235,14,0,0
0,70.28188,0,9.857833,8,1,0
0,39.54414,1,11.35226,7,1,0
0,55.47474,0,10.25311,12,1,1
0,56.12583,0,13.27497,17,1,0
1,61.77794,0,11.82086,11,0,1
0,69.8304,1,10.65972,10,1,0
0,70.35146,0,5.802625,10,1,0
0,52.70133,0,10.34204,11,1,0
0,66.69393,0,2.920273,8,1,2
0,56.51994,0,5.417835,18,1,0
0,47.22872,0,13.72841,9,0,0
0,60.6298,0,6.989347,14,1,0
0,68.37603,0,12.1474,10,0,0
0,69.36054,0,9.58651,10,1,0
0,65.61605,0,14.01228,14,0,2
0,49.60721,0,9.30836,18,0,0
0,63.43072,0,11.07967,18,0,0
0,61.51035,0,11.82647,7,1,0
1,45.09378,0,6.200744,11,0,1
0,69.37615,0,11.07187,16,2,1
0,63.26277,0,10.30417,11,0,2
0,58.96627,0,6.627342,15,1,0
0,65.29336,0,15.33253,12,2,0
0,67.28766,0,6.537182,12,3,0
0,57.91581,1,16.9392,17,1,0
0,63.18965,0,12.81747,13,2,1
0,67.6047,0,5.931143,8,1,0
0,65.4571,1,9.893618,8,1,1
0,47.50976,1,12.74259,16,1,0
1,50.69944,1,7.595849,18,1,0
0,57.16208,1,12.37307,13,1,1
0,71.66334,0,6.779737,10,1,1
0,64.19903,1,6.279415,12,0,0
0,48.95603,0,13.24331,10,1,0
0,47.94402,0,11.7079,11,1,1
1,36.05308,0,5.347292,17,1,0
0,67.18986,0,10.29854,8,0,0
0,62.27397,0,10.20247,9,2,1
0,62.38889,0,10.00036,13,0,0
0,67.27106,0,5.142512,8,1,1
0,58.42303,0,10.07426,11,2,0
1,58.94486,0,11.08932,12,0,0
0,71.88705,0,5.636932,12,1,0
0,44.09777,0,10.44715,15,2,1
0,70.62164,0,8.42186,12,1,0
0,63.92945,0,2.205335,8,2,0
0,59.46448,0,7.881495,13,2,0
0,70.56628,0,11.69747,15,1,0
0,56.08957,0,9.979353,11,2,1
0,69.30257,0,7.286688,12,2,0
0,64.60955,0,9.188651,11,0,0
0,63.00351,1,6.762471,12,2,0
1,64.81359,0,9.924069,13,1,0
0,54.22687,0,14.86921,11,1,1
0,62.21334,0,11.6817,13,1,0
0,63.31259,0,6.775584,9,1,2
0,60.52991,0,11.44484,13,3,0
1,49.22913,1,10.90438,12,1,0
0,68.69263,1,13.95029,12,1,0
0,50.20686,0,7.991774,11,2,1
0,63.5434,0,18.11802,17,0,0
0,52.07024,0,12.10243,12,0,0
0,67.99211,0,7.265188,16,3,0
0,68.19039,0,9.885448,10,1,0
0,66.78366,0,12.75929,18,1,0
0,54.35016,0,11.01588,9,0,1
0,62.9411,0,7.56029,12,0,1
0,55.20008,0,13.54337,7,0,0
1,63.47945,0,6.767055,11,0,1
0,70.6626,0,13.62849,16,1,0
0,46.80924,0,3.484308,13,0,0
0,61.99036,0,6.093773,8,0,2
0,63.86174,0,9.724009,11,1,0
0,69.02601,1,10.82232,8,0,0
0,58.43007,1,13.44264,9,1,1
0,68.93162,1,5.796239,12,0,0
0,69.026,0,10.39695,5,0,0
1,58.36624,1,12.73072,12,0,0
0,55.08862,1,15.97382,9,2,0
0,36.44011,0,12.86128,13,0,0
0,50.07627,1,9.020396,15,2,0
0,42.10529,0,8.486609,9,1,0
0,60.75598,0,14.12546,14,1,0
1,41.60875,1,12.41943,15,1,0
0,68.46483,0,8.844782,15,0,0
0,66.69757,1,14.24673,13,2,0
0,66.50887,0,8.066926,10,1,2
0,47.34607,0,9.11148,6,1,1
0,60.17035,0,9.109236,15,0,1
0,52.42844,0,10.06669,8,1,1
0,68.50196,0,12.06469,12,0,1
0,67.57419,0,6.086425,15,0,1
0,62.09662,0,7.82051,11,1,0
0,66.03293,0,6.897314,5,1,2
0,48.02057,0,11.27862,8,1,0
0,61.43691,0,11.63652,13,2,1
0,70.04054,1,12.51964,9,0,0
0,58.54873,0,13.54241,11,0,0
0,50.48601,0,16.01829,9,0,1
0,65.18605,1,12.43485,11,1,1
0,64.20616,1,11.0488,12,0,0
0,48.30622,0,5.199803,15,2,0
1,61.63974,0,15.9178,10,1,1
0,45.58687,1,10.35392,10,0,0
0,67.09106,0,15.17959,8,1,0
0,51.0221,0,8.36261,11,1,0
0,61.76772,0,9.665539,12,1,1
0,71.7248,0,4.190636,13,1,0
0,60.03811,0,2.974229,16,0,1
0,61.51052,0,14.48349,9,1,0
0,68.2985,0,8.421258,12,2,1
0,48.79525,0,6.207433,12,1,0
0,57.38041,0,11.93102,13,1,0
1,66.34669,0,5.984269,19,0,0
1,40.94814,0,7.695864,7,1,1
0,50.46332,0,8.221891,9,2,0
0,52.35716,0,8.447332,11,1,0
0,68.5356,0,13.33839,14,2,0
0,42.25776,0,7.717303,10,0,0
0,52.36613,0,11.40338,10,0,1
0,56.24027,0,12.07552,9,1,0
0,55.90137,0,7.675199,13,2,0
0,44.49898,1,10.81008,9,1,0
1,45.7211,0,10.57626,10,0,0
0,40.77723,0,16.61878,13,0,1
0,62.83437,0,9.480862,14,0,1
0,68.66575,1,11.36512,9,0,0
0,56.7924,0,13.57622,17,2,0
0,60.20473,1,7.453585,11,0,0
0,69.93388,1,10.23585,10,3,0
0,69.76328,0,15.84252,14,0,2
0,59.96515,0,10.47981,9,3,0
1,45.62317,0,11.90577,9,0,0
0,67.1217,0,4.312907,10,0,0
0,58.62812,0,10.11802,14,0,0
0,66.94572,0,9.091231,11,0,0
0,62.46678,0,9.312624,12,0,2
0,71.52189,0,16.8438,12,1,0
0,54.60066,0,7.432898,11,1,1
0,48.95286,0,8.77415,17,0,0
0,66.58949,0,10.0507,12,1,0
0,63.40077,0,6.464421,12,2,0
0,61.28932,0,9.126135,8,3,1
